state	0.055922 0.056639 -0.245483 -0.002874 -0.123846 -0.109240 -0.132685 0.034946 0.088234 0.252703 0.020639 -0.125509 -0.135694 -0.044717 -0.017486 0.079628 0.020484 0.290917 0.169103 -0.000524 -0.152017 -0.216019 0.183562 -0.394833 -0.137884 0.064146 0.002459 0.248733 0.098325 0.200830 -0.001126 0.409287 0.209621 -0.264999 -0.322364 0.125320 0.145621 0.134872 -0.205217 -0.134233 -0.120532 0.085202 -0.015703 -0.203337 -0.120212 -0.354730 0.142704 0.074568 0.223322 -0.437639 -0.106890 0.013401 0.315560 -0.306527 0.174427 0.012266 -0.055877 0.404936 -0.026434 -0.239821 -0.042736 0.010908 -0.005913 -0.179254 0.383839 -0.071173 0.181190 -0.042641 -0.180613 0.081862 -0.234194 0.124595 -0.064663 0.001365 -0.012288 -0.028304 0.029523 -0.329750 0.148567 0.011587 -0.278074 -0.004870 0.064084 -0.017883 -0.250167 -0.091493 -0.120508 -0.015720 -0.027207 -0.167929 -0.028850 0.102725 -0.412424 -0.214514 0.134342 -0.262468 0.074275 -0.415322 0.138323 0.425332 -0.034781 0.082064 0.073567 0.083021 -0.107162 0.067948 -0.283528 0.192306 0.095784 -0.183830 0.078759 -0.191527 -0.113897 0.111590 0.083054 -0.434349 0.293419 0.326742 -0.426134 -0.197172 -0.035426 0.014157 -0.058187 -0.046498 0.173628 -0.109766 0.099249 -0.216566 0.181753 -0.038776 -0.078685 0.082623 0.224266 0.092137 -0.086491 -0.113425 0.135924 -0.124943 0.022587 -0.043447 0.040713 -0.194819 -0.002042 -0.125992 0.070032 -0.130231 0.323840 -0.056768 -0.141105 0.003759 -0.139123 -0.428974 0.057163 -0.380974 0.216486 -0.204103 0.028585 -0.163944 -0.017927 -0.110652 0.014551 0.112322 -0.025304 -0.028971 0.086350 -0.139457 0.176633 -0.129041 -0.431119 -0.155684 0.011774 0.067139 -0.120386 -0.134285 -0.179158 -0.165658 0.064202 0.110449 0.045799 -0.066826 0.311121 0.249462 0.124745 -0.124321 -0.020900 -0.198044 0.213818 -0.246153 0.157148 -0.083335 -0.005353 0.156854 -0.190561 0.170742 -0.210459 -0.297728 -0.107887 -0.121513 0.209988 0.003081 
states	-0.019443 0.234159 -0.398931 -0.081506 -0.124674 0.073868 0.088918 0.116978 0.105246 0.089657 -0.052082 -0.028059 -0.298720 -0.235065 -0.077320 0.155336 0.137450 0.257534 0.036755 0.043354 0.238129 -0.113293 0.294251 -0.194576 -0.061210 -0.059243 0.170327 -0.073018 0.046733 0.134615 0.126416 0.131318 0.242702 0.036591 -0.175932 0.169162 0.067106 0.294708 -0.136065 -0.053957 -0.269653 -0.084992 0.025649 -0.114049 -0.285728 0.046691 -0.097958 -0.079377 0.176008 -0.484942 -0.126937 -0.048806 0.114738 -0.190314 0.109898 -0.022998 0.063810 0.101396 -0.111648 0.253748 -0.030283 -0.122199 -0.005306 0.089071 0.138247 -0.131819 0.065285 0.031092 0.107881 -0.089007 0.004253 0.074843 0.110758 0.127817 -0.105488 0.183052 -0.096488 -0.182462 -0.284587 0.046410 0.044037 0.219692 0.028317 -0.031643 -0.352928 0.286203 -0.259040 -0.183452 -0.395503 -0.130569 -0.346429 0.098912 -0.400417 0.018194 0.115898 -0.126831 -0.152358 -0.068362 0.135377 0.043464 -0.051878 -0.168123 -0.027079 0.115642 -0.106680 -0.007525 -0.114887 -0.034536 -0.104360 -0.038411 -0.022927 -0.147913 0.132875 0.040478 0.058030 -0.075195 0.134683 0.131866 -0.413136 -0.397484 0.107420 0.051354 -0.070635 -0.072927 0.092112 -0.151917 0.060084 -0.089986 0.129664 0.064907 0.150774 -0.350916 -0.207942 0.150451 -0.046141 -0.127664 -0.043461 -0.023861 -0.055564 -0.099734 -0.190562 -0.020935 -0.026249 -0.126388 0.152628 -0.104016 0.332153 0.112727 -0.048589 0.014735 -0.128920 -0.324344 0.018286 -0.169900 0.110270 -0.387194 -0.184235 -0.019454 0.034427 -0.070094 -0.024318 -0.039924 -0.115716 -0.050317 0.219721 -0.079314 0.321769 -0.092901 -0.107532 -0.147761 -0.172895 0.237764 -0.171077 -0.091096 0.201173 -0.271996 0.124827 -0.340931 0.075671 -0.019438 -0.026122 0.069106 -0.048045 -0.312531 0.167617 0.117784 -0.023575 -0.083724 0.117673 0.075204 0.200368 0.080107 -0.302784 0.157950 -0.037069 -0.068407 -0.116103 0.130402 0.308706 0.038811 
country	0.233104 0.309009 -0.105811 0.250234 -0.060343 0.023898 0.214107 0.027037 0.164257 0.108027 0.076128 -0.244072 -0.175967 0.258676 0.020572 0.005516 0.148518 0.092370 0.034957 -0.082470 0.121452 -0.186980 0.059678 -0.254902 0.078515 -0.071531 0.106953 -0.076090 0.363664 0.291651 0.212812 0.102855 -0.010499 -0.159194 -0.041946 0.153113 0.250640 0.020482 0.006229 -0.238317 -0.470778 0.166012 -0.160415 -0.172460 -0.267487 -0.073737 0.091947 0.106721 0.359490 -0.346122 -0.082076 0.088431 0.086943 -0.239439 0.126783 -0.088164 0.186310 0.186432 -0.096077 -0.044203 -0.030712 0.078118 0.038555 -0.039407 0.373386 0.040002 0.145069 0.125602 -0.083605 -0.060580 -0.039352 -0.099539 0.047484 -0.245201 -0.164026 0.029243 0.108531 -0.204744 0.233866 0.026087 -0.155183 0.190071 0.138719 0.017251 -0.064613 -0.023315 0.205109 -0.290556 -0.209663 -0.205392 -0.240541 -0.013510 -0.221890 -0.001559 0.156578 -0.114556 -0.134940 -0.327582 -0.024925 0.072181 -0.124369 -0.227366 -0.034258 -0.063939 -0.197546 0.024620 -0.207642 0.049732 -0.212260 -0.164533 0.097420 0.041204 0.157831 0.191745 -0.050783 -0.165139 0.031013 0.287393 -0.363209 -0.269596 0.041698 0.130827 0.147112 -0.113190 0.080135 0.027079 0.042012 0.100381 -0.211791 0.047560 0.019482 -0.234441 -0.065727 0.003209 -0.078960 -0.171571 0.056186 0.119289 -0.064186 0.056070 -0.107408 -0.084835 -0.123791 -0.289669 -0.167370 -0.147178 0.215116 0.014450 -0.033800 0.098296 0.090094 -0.052777 -0.109081 -0.325470 -0.076124 -0.179669 0.005994 0.076079 -0.210822 -0.160056 -0.202506 -0.023896 0.069934 -0.080655 0.056228 0.043019 0.254859 0.110388 -0.108166 -0.016779 -0.244547 0.212455 -0.015669 -0.175428 0.036859 -0.107882 -0.286733 -0.377471 -0.150795 0.105341 0.229190 0.003272 -0.082332 -0.201862 0.035098 -0.087762 0.081841 0.024709 0.085913 0.072293 -0.023645 0.125937 -0.344782 0.216061 0.099006 -0.092542 -0.154777 0.095858 -0.106935 0.101458 
city	0.027958 0.313170 -0.138315 0.065216 -0.270334 -0.397879 -0.143082 0.056336 0.058614 0.329089 -0.358931 0.225852 -0.153464 -0.256148 -0.013668 0.114663 0.152824 0.332449 0.079339 0.090604 -0.037368 -0.142680 0.211774 -0.125269 0.029912 -0.112465 0.067595 -0.086545 0.168506 0.203824 -0.287374 -0.007724 0.120154 -0.154993 -0.101985 -0.134987 0.077017 0.116652 -0.257169 -0.392568 -0.221667 0.068948 -0.097570 0.076692 0.064953 -0.324464 0.125163 0.392437 0.008104 -0.037008 0.243416 0.083075 0.138045 0.162834 0.229280 0.261961 -0.162827 0.255053 -0.060317 -0.095194 -0.212616 0.031794 -0.136576 -0.172876 0.177102 0.176216 0.116552 0.254735 0.143390 0.077669 0.167132 0.124178 0.225981 -0.224632 -0.191099 0.069913 0.252177 -0.219123 0.167752 0.093032 -0.131562 -0.027834 0.046044 0.040790 -0.019051 0.144102 -0.080188 -0.322024 -0.173119 0.037601 0.001757 0.143749 0.052822 -0.072489 0.154793 0.073606 0.013593 -0.065665 0.131951 0.086806 -0.010406 0.149564 0.079505 0.095057 0.065583 -0.023956 -0.283060 0.110033 0.036961 0.025632 -0.173136 -0.043075 -0.008407 0.202350 -0.081294 -0.212347 -0.131614 -0.004969 -0.193305 -0.030722 -0.101095 0.195584 -0.043466 -0.055802 0.041450 0.201235 0.015463 0.006915 -0.039579 -0.044385 -0.054361 0.174262 0.036943 0.144146 -0.088780 -0.158446 -0.052755 0.218502 -0.037691 -0.062030 0.067522 -0.014940 -0.263165 -0.360817 0.078901 -0.023987 0.037907 -0.220980 -0.196525 -0.004808 0.019421 -0.244656 0.100682 -0.060041 0.127034 -0.195820 0.020445 0.028774 -0.209070 -0.266274 -0.045461 0.180951 -0.024219 0.043283 0.290074 -0.213853 0.230193 0.102021 -0.294462 -0.406838 -0.082608 0.126880 0.133058 0.170970 -0.015371 -0.204646 -0.054771 -0.389516 -0.338451 -0.239524 0.409865 0.138477 -0.139509 0.003730 0.192710 0.005768 0.094904 -0.222606 0.169645 0.033238 -0.203778 0.391397 -0.007040 0.189256 0.030834 -0.430303 0.238294 0.037360 -0.020620 -0.005437 
company	0.123049 0.009710 0.033235 0.112980 -0.132387 0.191951 0.043807 -0.153599 -0.071443 -0.085456 -0.279482 -0.116335 -0.326884 -0.274721 -0.082895 -0.015738 0.120485 0.087967 -0.136831 -0.026380 0.332224 -0.168248 0.222589 0.146687 0.317382 -0.141537 -0.189365 -0.245662 0.416560 0.388733 -0.146741 0.084318 -0.096348 0.010105 -0.019981 -0.212145 -0.034821 0.023388 -0.198067 -0.002223 -0.249464 0.097655 0.227583 -0.309768 -0.242662 -0.086521 -0.058287 0.238033 -0.141216 -0.265966 -0.149770 0.112659 0.134687 -0.202404 -0.144919 0.049167 0.064473 0.291600 -0.105124 0.047412 0.071679 0.256108 -0.090020 0.006985 0.411968 -0.023728 0.314771 0.005394 0.250744 -0.023752 0.072279 -0.082817 -0.193182 0.193171 0.046837 0.234403 0.191982 0.029489 -0.137384 0.088000 0.166467 0.039143 0.025246 -0.236301 -0.143973 0.146747 -0.521666 0.025819 -0.109058 -0.128527 -0.022525 0.089224 -0.139618 -0.291645 -0.060432 -0.260326 0.173205 -0.210284 -0.265995 0.184344 -0.083911 0.022839 0.145959 -0.296439 -0.028558 -0.155368 0.137666 0.136751 0.049807 -0.114991 -0.091537 0.289879 -0.033586 0.057211 -0.178267 -0.130679 -0.087649 -0.039954 0.038805 -0.334477 -0.282166 -0.062213 0.047333 -0.014758 0.057030 0.112448 -0.044777 -0.027142 -0.022935 0.199418 -0.077234 0.108940 0.294432 -0.168059 -0.090138 -0.197310 -0.343260 0.046278 0.376632 0.207886 0.084854 -0.249938 -0.258823 0.071947 0.200601 -0.283502 0.081534 0.105459 -0.083327 0.009030 0.018901 -0.166351 0.006482 -0.163612 0.230949 -0.374963 0.053940 -0.013340 -0.155753 -0.405187 -0.271353 -0.005452 -0.235913 -0.289143 -0.068814 -0.025821 0.033687 0.337744 -0.155957 -0.131324 -0.208129 -0.135768 0.264910 -0.096771 -0.047219 -0.029627 0.013505 -0.095492 -0.059101 0.040768 0.061486 0.194632 0.131946 0.066710 -0.107708 0.126834 0.104297 -0.036192 0.284611 0.234993 0.244314 0.275822 -0.304090 0.068461 0.121713 -0.192924 -0.079786 -0.127186 -0.062073 -0.044155 
team	0.170655 0.004836 -0.274374 0.092370 0.047647 0.127441 -0.305889 -0.040463 -0.148243 0.145652 0.063655 -0.127709 0.113376 -0.199761 -0.193555 0.280058 -0.138180 0.242505 -0.037921 -0.277179 -0.130707 -0.079864 -0.074654 -0.056517 0.155356 0.116005 -0.007922 -0.120706 0.118077 -0.009190 -0.256185 -0.228257 0.062805 -0.038652 -0.165216 0.042067 0.114544 0.018047 -0.201397 -0.158075 -0.268658 -0.064591 -0.185746 -0.125784 -0.073020 -0.304830 -0.166487 0.114562 -0.225795 0.273205 0.231215 -0.087136 0.086842 0.023341 -0.017038 -0.016028 0.077946 -0.096528 -0.022394 -0.016201 -0.007347 0.016529 -0.357015 0.221971 0.242267 -0.022379 0.040580 -0.128531 0.210929 0.035413 0.005155 -0.012206 0.038940 0.061823 0.129884 0.104958 -0.025207 -0.267951 0.033695 -0.254374 -0.072959 0.105005 0.056840 -0.032190 -0.093721 -0.247587 0.060262 0.155659 -0.324041 0.046462 0.085770 0.005419 0.138194 -0.295176 0.142088 -0.232507 0.114887 -0.291199 -0.018092 0.255613 -0.290862 0.035117 0.084853 -0.025383 0.041061 0.101201 -0.298862 -0.005683 0.422128 -0.057007 0.161151 -0.015508 0.302627 -0.378372 0.028356 -0.511243 0.092699 0.092849 -0.120525 -0.231555 0.121837 0.076319 -0.111549 -0.059106 0.187540 -0.094651 0.055118 0.279331 -0.231338 0.034252 -0.110584 0.172739 -0.108895 -0.171209 -0.247921 -0.349588 -0.228755 0.352463 -0.068528 -0.073486 0.136829 -0.097385 -0.144440 -0.145460 -0.011781 -0.581990 0.014853 0.329907 0.112021 0.042533 -0.104501 -0.000902 -0.325860 -0.054037 0.177990 0.000146 -0.264946 -0.117961 -0.220231 0.076525 -0.015232 -0.159366 0.030741 -0.016430 -0.033911 -0.043898 -0.010397 0.153575 -0.141240 -0.159969 -0.423618 0.058837 -0.098124 -0.365612 0.256986 -0.059527 0.040929 -0.461365 -0.161758 0.027868 0.098016 -0.087670 0.035718 -0.400190 -0.091373 0.100454 0.212019 0.017861 0.038893 -0.206816 -0.204539 0.278857 0.016698 0.182283 0.007842 -0.110000 0.264031 -0.089445 -0.035321 0.141566 
countries	0.067959 0.274388 -0.103708 0.215681 0.055329 0.223220 0.299351 -0.049793 0.103132 0.329927 0.239875 -0.001043 -0.332475 0.119001 -0.024041 0.044826 0.181258 0.071061 0.235081 -0.242983 0.066014 -0.183713 0.256315 -0.146827 -0.027373 0.039588 0.179967 0.109710 -0.067545 0.143308 0.202588 0.158601 -0.078571 0.027841 -0.126153 0.334272 0.126799 0.255382 -0.153932 -0.196280 -0.324129 -0.017992 -0.083363 -0.399041 -0.397604 0.130931 -0.045487 0.074085 0.278302 -0.363324 -0.127603 -0.103756 0.055466 -0.272322 0.179832 -0.174542 0.211975 0.230918 -0.081576 0.213202 -0.128964 -0.200124 0.138311 0.136943 0.280629 0.041896 -0.088665 -0.051530 0.003572 -0.154848 0.002574 -0.130039 0.194296 0.383279 -0.226902 0.272912 0.034218 -0.000604 -0.009583 0.031828 -0.103932 0.453588 0.215404 0.042911 -0.122771 0.121209 -0.135635 -0.235995 -0.357272 -0.023445 -0.581112 -0.039990 -0.141737 0.120085 0.117728 -0.209431 -0.039750 -0.138151 -0.032465 0.079687 0.029250 -0.359558 0.007297 -0.114236 -0.235338 0.083817 -0.002749 0.183876 -0.126844 0.023274 -0.117698 0.117021 0.241865 0.083682 -0.014220 -0.113575 -0.113896 0.093169 -0.260847 -0.379168 -0.181316 0.136045 -0.114459 -0.378170 -0.106543 -0.107154 -0.114382 0.282275 -0.005809 0.253896 0.179747 -0.325311 -0.192155 0.163349 -0.123405 -0.099357 -0.069015 0.077019 0.000639 -0.102347 -0.128372 0.028529 -0.013780 -0.181309 -0.026222 -0.027978 0.229984 0.094276 0.163150 -0.127048 0.015745 -0.161008 -0.048978 -0.221225 0.017677 -0.248844 -0.165075 0.031057 -0.222917 -0.023368 -0.190609 0.089327 -0.127506 -0.242670 0.198813 0.194367 0.393496 -0.051035 -0.309962 0.095617 -0.226030 0.300277 -0.066101 0.130964 0.232938 -0.042842 0.132342 -0.706481 -0.280776 0.223018 0.063987 0.174768 -0.065782 -0.525999 -0.133338 -0.038696 0.102500 0.134531 0.210556 0.227991 0.370456 0.081591 -0.255876 0.102187 -0.122570 0.064644 -0.206619 0.043168 0.324672 0.455775 
school	0.160126 0.160961 0.098782 -0.080113 -0.303629 -0.021431 0.131111 -0.217990 0.108492 0.366559 -0.216226 -0.132640 0.314272 -0.108096 -0.079011 -0.032937 -0.125649 0.336340 0.033309 -0.196554 0.023151 -0.092656 -0.282192 0.238029 0.049792 -0.472472 0.238191 -0.075706 0.001079 0.076260 0.179752 0.096096 0.088809 -0.487738 -0.617769 -0.071620 0.167526 0.420594 -0.343166 -0.097227 -0.143676 0.006037 -0.025642 -0.065448 0.093341 -0.363278 -0.322467 0.200739 0.027315 -0.348162 0.082084 0.180482 0.427574 -0.227526 0.126872 0.192249 -0.079859 0.061248 0.037722 -0.026050 -0.111488 -0.237452 -0.078564 -0.419711 -0.058720 0.119763 0.080100 -0.033597 0.153217 0.153615 0.027301 0.310677 0.057253 -0.011048 0.064487 -0.136710 0.173803 -0.108614 -0.038238 -0.010772 -0.211874 -0.017146 0.170123 0.030889 0.072960 -0.210862 -0.338807 -0.088963 -0.082807 0.008171 0.060798 -0.078858 -0.127388 -0.054610 0.129526 -0.007822 0.015993 -0.122833 -0.114512 0.040006 -0.062121 0.225522 0.011038 0.106015 0.155928 -0.168120 0.081713 -0.075295 0.273124 -0.130075 -0.047076 -0.004541 0.001874 0.094981 -0.243268 -0.103727 -0.041166 -0.189669 -0.335761 -0.148770 0.339011 -0.352703 -0.144210 -0.150784 0.277669 -0.235593 -0.001731 0.056704 0.322003 -0.196100 -0.180948 0.178681 0.039157 -0.144458 -0.529129 -0.012581 -0.263826 0.366171 -0.216481 -0.161094 0.119418 -0.342828 -0.196408 0.027971 -0.116572 0.065348 -0.167677 -0.171925 -0.183122 0.143105 -0.300660 -0.212242 0.106427 -0.033758 0.397625 -0.003867 -0.102608 -0.149222 0.230460 0.116671 -0.430641 0.034810 -0.063874 0.107139 0.155993 -0.010242 -0.062512 0.240247 -0.208607 -0.326064 -0.259988 -0.086100 0.247127 0.065973 -0.090700 -0.078527 -0.272852 -0.470807 0.044740 -0.014626 0.022491 0.070083 -0.077436 -0.360480 0.159153 0.121144 0.079037 0.115006 -0.026587 -0.106845 -0.100573 0.165490 0.051957 0.207655 -0.071282 -0.319805 0.260607 0.011225 -0.223571 0.144896 
dollars	-0.428521 -0.172471 -0.194917 0.348140 -0.129869 0.013196 -0.183069 0.316584 0.405179 -0.028892 0.170899 0.216040 -0.429724 0.133642 -0.107147 -0.125012 0.317991 0.172748 0.127374 0.021206 0.243978 -0.508454 0.003775 -0.025417 0.141928 -0.281175 0.047331 0.064904 0.292125 0.331199 -0.081146 -0.003161 -0.112457 0.085973 0.121959 -0.249441 0.213534 0.269612 -0.082218 -0.297497 -0.122136 0.073106 0.054117 -0.307431 -0.047826 -0.229426 -0.256146 0.233947 -0.021144 -0.360939 -0.125473 0.170359 0.346984 -0.298308 -0.093273 -0.055521 -0.155102 0.350419 -0.050355 0.058853 -0.141360 -0.281012 0.058748 0.155772 0.510619 0.007416 0.069675 -0.064821 0.133736 -0.023079 0.191319 0.039896 0.054971 0.280204 -0.357022 0.223630 0.282761 0.076279 -0.347846 -0.251584 0.326167 0.040662 0.220831 -0.323451 -0.350574 -0.004192 0.136600 0.448318 -0.174426 -0.269499 -0.172271 -0.104072 -0.031022 0.080004 0.237192 -0.611573 0.284458 -0.383122 -0.480990 0.205906 0.269263 0.007392 0.054319 -0.494537 -0.219961 -0.166523 0.011504 0.298762 0.169772 -0.313158 -0.223628 0.200295 -0.101671 -0.025321 -0.125491 -0.049238 -0.155196 0.152002 -0.132389 -0.304623 -0.086336 0.446720 0.260916 0.143167 0.065576 -0.011101 -0.194452 -0.019829 -0.338999 0.488150 -0.037804 0.168984 0.046045 -0.010141 -0.120746 -0.319953 -0.300272 0.219481 0.551752 -0.126812 0.132453 -0.193894 0.287344 -0.225896 -0.069002 0.044740 0.235594 -0.187174 -0.161617 -0.156192 -0.010947 -0.197997 0.145762 -0.433064 -0.138146 -0.510733 0.051396 -0.090898 -0.172205 -0.044270 0.189366 0.309342 -0.332232 -0.485712 0.179414 -0.341615 0.193010 0.104521 -0.183971 -0.159973 0.026831 -0.000455 0.248455 -0.212352 0.145921 0.036873 -0.176333 -0.244194 -0.150975 -0.189254 0.105269 -0.141657 -0.095559 -0.359752 0.078782 -0.201817 -0.170003 -0.007333 0.175396 0.177140 0.134104 -0.198139 -0.540432 0.413082 0.393515 -0.252088 -0.116308 -0.070053 -0.137710 0.251442 
family	0.078003 0.213470 -0.106595 0.104364 -0.232519 -0.042263 -0.062575 0.097995 0.253245 -0.178800 0.021039 -0.522729 0.189385 -0.340727 0.018681 -0.198126 0.039008 0.384425 -0.080533 -0.086417 0.196064 0.016684 -0.017806 -0.051809 -0.154790 -0.048770 -0.177246 0.323137 0.256195 -0.042570 0.240012 0.016083 0.370432 -0.105649 -0.300210 0.025083 -0.148135 0.296277 -0.000591 -0.135269 -0.412891 0.110598 -0.096296 -0.098985 0.159668 -0.166945 0.204140 0.345676 -0.147477 -0.174321 -0.099322 0.251667 0.193705 -0.133313 0.054156 0.052475 0.143827 0.186408 -0.239854 -0.235730 -0.162342 -0.075084 -0.002870 0.096671 0.224206 0.095738 0.091420 0.162003 0.300597 0.111903 0.178842 -0.030078 -0.118584 -0.036638 -0.059886 0.019585 -0.164144 -0.027617 0.157096 0.197503 0.005519 0.329820 0.221927 0.064845 -0.183186 0.267524 -0.139821 -0.204856 -0.288312 0.068853 -0.013261 -0.018146 -0.389411 -0.382804 0.008910 -0.328854 0.023438 -0.352119 0.078778 -0.195904 -0.013973 0.158668 -0.117004 0.139638 -0.030829 -0.132148 0.331868 0.011421 -0.090319 -0.087039 0.209852 0.131931 0.006635 0.017683 0.005785 -0.011036 0.229167 -0.043355 -0.154865 -0.097448 -0.115193 -0.294603 0.413247 0.052393 0.280550 0.129234 -0.183471 0.077623 -0.087495 -0.042609 -0.320574 0.180606 0.055700 -0.052831 -0.375006 -0.076794 -0.121418 0.128434 -0.281574 -0.081790 0.297951 -0.197327 0.025917 -0.075600 0.337463 -0.091430 -0.288275 -0.093118 -0.013912 0.055371 0.289798 -0.198400 -0.100147 0.198248 0.328434 -0.260173 0.056291 -0.005100 -0.250012 -0.007717 -0.142505 0.111340 -0.056569 -0.025107 0.167655 -0.225205 0.371142 0.101101 -0.266872 -0.222341 -0.147558 0.322571 0.019150 -0.180179 -0.161137 -0.136233 -0.112341 -0.416913 -0.049356 -0.136031 -0.458059 0.082875 -0.125463 0.027582 -0.064769 0.006643 0.033500 0.100307 0.004716 0.015889 -0.283094 -0.012566 -0.207454 -0.456025 -0.099067 -0.027861 0.178016 0.324099 0.106943 -0.044061 
