waterfowl	0.27545	0.11327	6.2008e-08	0.077116	0.68481	0.4245	9.2876e-08	9.1128e-08	0.56165	0.13593	0.33401	0.17759	0.66509	0.30156	0.18327	2.9805e-07	0.17732	0.33177	7.7112e-08	0.10753	5.9696e-08	1.1835e-06	1.8377e-06	0.20024	0.28038	3.6316e-08	1.8722e-07	1.8241e-07	6.38e-05	0.096639	0.99997	5.928e-08	0.16962	2.1948e-07	0.053311	0.21646	4.8264e-07	0.078765	0.088642	1.4624e-07	2.6765e-06	0.060784	3.615e-07	0.49763	0.67083	3.9634e-07	6.262e-06	7.0263e-08	0.08154	0.16584
performer	0.02033	0.83021	6.2004e-08	0.1919	0.26379	0.58587	9.2876e-08	9.1112e-08	0.024626	0.93149	0.25117	0.1053	0.24941	0.41664	0.78503	2.9803e-07	0.41923	0.93541	7.7101e-08	0.024579	5.969e-08	1.1835e-06	1.8375e-06	0.3215	0.28956	3.6309e-08	1.872e-07	1.8238e-07	6.3733e-05	0.20331	0.99997	5.9269e-08	0.43218	2.1948e-07	0.36388	0.1284	4.8259e-07	0.20674	0.034469	1.4623e-07	2.6761e-06	0.84447	3.6149e-07	0.014585	0.17196	3.9631e-07	6.2607e-06	7.0252e-08	0.016206	0.89122
juvenile	0.033178	0.46258	6.2003e-08	0.034782	0.33766	0.74397	9.2877e-08	9.1111e-08	0.052609	0.89117	0.40017	0.14289	0.26302	0.65846	0.44398	2.9801e-07	0.1841	0.45987	7.7107e-08	0.063525	5.9684e-08	1.1836e-06	1.8374e-06	0.51935	0.31857	3.631e-08	1.8719e-07	1.824e-07	6.3694e-05	0.14655	0.99997	5.9269e-08	0.43835	2.1944e-07	0.25822	0.11501	4.8258e-07	0.047263	0.038212	1.4625e-07	2.6767e-06	0.68328	3.6146e-07	0.078958	0.26614	3.9627e-07	6.2611e-06	7.0253e-08	0.045265	0.67811
mariner	0.23484	0.16965	6.2005e-08	0.072835	0.58954	0.2248	9.2874e-08	9.1119e-08	0.39968	0.076465	0.43305	0.46568	0.32725	0.51678	0.17647	2.9803e-07	0.093785	0.46462	7.7112e-08	0.081602	5.9695e-08	1.1835e-06	1.8375e-06	0.13039	0.30722	3.6316e-08	1.8721e-07	1.8241e-07	6.3815e-05	0.11944	0.99997	5.9277e-08	0.10624	2.1949e-07	0.12015	0.25007	4.826e-07	0.067833	0.087555	1.4625e-07	2.6764e-06	0.071779	3.6149e-07	0.42868	0.35839	3.9631e-07	6.262e-06	7.026e-08	0.069681	0.19063
criminal	0.14981	0.08725	6.2005e-08	0.05161	0.55292	0.47621	9.2874e-08	9.1124e-08	0.31283	0.19528	0.23461	0.15013	0.40045	0.25333	0.17415	2.9805e-07	0.1877	0.3417	7.7109e-08	0.12254	5.9692e-08	1.1835e-06	1.8376e-06	0.30038	0.19245	3.6315e-08	1.8722e-07	1.8241e-07	6.3809e-05	0.14951	0.99997	5.9278e-08	0.094892	2.1948e-07	0.044067	0.13384	4.826e-07	0.077338	0.080172	1.4624e-07	2.6765e-06	0.057431	3.6149e-07	0.59533	0.47929	3.9631e-07	6.2611e-06	7.0261e-08	0.1389	0.2955
dreamer	0.26016	0.10823	6.2007e-08	0.071264	0.64843	0.44576	9.2876e-08	9.1127e-08	0.47135	0.18694	0.29922	0.20257	0.60116	0.31781	0.19566	2.9804e-07	0.19893	0.35041	7.7112e-08	0.11572	5.9695e-08	1.1835e-06	1.8377e-06	0.23295	0.2739	3.6315e-08	1.8721e-07	1.8241e-07	6.3812e-05	0.09428	0.99997	5.9278e-08	0.15694	2.1948e-07	0.052886	0.22737	4.8263e-07	0.071223	0.072643	1.4624e-07	2.6765e-06	0.069894	3.615e-07	0.51255	0.65459	3.9633e-07	6.2619e-06	7.0264e-08	0.10093	0.16683
holly	0.18314	0.17432	6.2005e-08	0.072544	0.60792	0.35575	9.2875e-08	9.1126e-08	0.33472	0.097555	0.28495	0.24015	0.3891	0.30878	0.15989	2.9804e-07	0.15319	0.29094	7.7109e-08	0.10117	5.9695e-08	1.1835e-06	1.8376e-06	0.21241	0.22911	3.6316e-08	1.8721e-07	1.8241e-07	6.3779e-05	0.13358	0.99997	5.9278e-08	0.11348	2.1947e-07	0.060216	0.1501	4.8263e-07	0.086774	0.08927	1.4624e-07	2.6766e-06	0.10095	3.6149e-07	0.36812	0.45259	3.9634e-07	6.2618e-06	7.0261e-08	0.081473	0.21836
stiff	0.096715	0.097819	6.2009e-08	0.061545	0.30664	0.33563	9.2879e-08	9.112e-08	0.2378	0.12854	0.24323	0.099255	0.18041	0.44541	0.08657	2.9804e-07	0.25363	0.16011	7.7107e-08	0.067803	5.9693e-08	1.1835e-06	1.8375e-06	0.10053	0.16031	3.6311e-08	1.8722e-07	1.824e-07	6.3707e-05	0.50243	0.99997	5.9271e-08	0.060084	2.1947e-07	0.02478	0.13767	4.8257e-07	0.10296	0.055301	1.4623e-07	2.6766e-06	0.1156	3.6145e-07	0.143	0.33534	3.9629e-07	6.2604e-06	7.0261e-08	0.29617	0.096927
clone	0.31059	0.051102	6.2007e-08	0.062384	0.12656	0.55282	9.2877e-08	9.1128e-08	0.16378	0.19974	0.18819	0.32353	0.22474	0.40726	0.10748	2.9802e-07	0.18127	0.73396	7.711e-08	0.079854	5.9688e-08	1.1835e-06	1.8375e-06	0.26074	0.20719	3.6312e-08	1.872e-07	1.8242e-07	6.3891e-05	0.036091	0.99997	5.9276e-08	0.063047	2.1945e-07	0.071121	0.30649	4.8261e-07	0.032331	0.061436	1.4623e-07	2.6765e-06	0.070028	3.6147e-07	0.44831	0.56907	3.9633e-07	6.2626e-06	7.026e-08	0.19666	0.1333
unfortunate	0.16346	0.16921	6.2004e-08	0.060426	0.75348	0.22939	9.2876e-08	9.1121e-08	0.28498	0.089497	0.34924	0.27921	0.30694	0.39608	0.19563	2.9803e-07	0.10783	0.31333	7.7109e-08	0.12732	5.9696e-08	1.1835e-06	1.8376e-06	0.20297	0.23538	3.6314e-08	1.872e-07	1.8241e-07	6.3745e-05	0.21405	0.99997	5.9277e-08	0.10056	2.1947e-07	0.069433	0.17466	4.8262e-07	0.078917	0.077275	1.4624e-07	2.6764e-06	0.13205	3.6148e-07	0.4064	0.34165	3.9632e-07	6.2615e-06	7.0258e-08	0.099954	0.20739
monkey	0.56399	0.055443	6.2007e-08	0.087809	0.84234	0.4763	9.2873e-08	9.1127e-08	0.86857	0.088495	0.5113	0.1878	0.88649	0.44351	0.11401	2.9805e-07	0.24727	0.16225	7.7111e-08	0.22721	5.9695e-08	1.1835e-06	1.8377e-06	0.11507	0.33387	3.6316e-08	1.8721e-07	1.8241e-07	6.3783e-05	0.060372	0.99997	5.9279e-08	0.30356	2.1947e-07	0.035457	0.31676	4.8264e-07	0.063243	0.074477	1.4624e-07	2.6763e-06	0.031201	3.615e-07	0.81245	0.85496	3.9634e-07	6.2622e-06	7.0262e-08	0.072984	0.072143
criminal	0.12038	0.12386	6.2009e-08	0.049389	0.65749	0.31416	9.2877e-08	9.1127e-08	0.25877	0.099153	0.28493	0.18266	0.29775	0.24863	0.15288	2.9803e-07	0.14911	0.43842	7.7111e-08	0.11415	5.9696e-08	1.1835e-06	1.8376e-06	0.24987	0.17854	3.6315e-08	1.8721e-07	1.824e-07	6.3783e-05	0.25761	0.99997	5.9281e-08	0.10501	2.1949e-07	0.066369	0.16795	4.8263e-07	0.07636	0.15732	1.4625e-07	2.6763e-06	0.066329	3.6148e-07	0.37916	0.42947	3.9635e-07	6.2615e-06	7.0258e-08	0.079031	0.2459
